season,team1,team2,toss_winner,toss_decision,team1_point,team1_home_advantage,winner
2020,RR,SRH,SRH,bowl,-537,0,SRH
2020,KKR,SRH,SRH,bat,-236,0,KKR
2020,KXIP,SRH,SRH,bowl,-176,0,KXIP
2020,CSK,SRH,SRH,bat,-295,0,SRH
2020,RCB,SRH,SRH,bowl,-234,0,SRH
2020,MI,RR,MI,bat,854,0,MI
2020,DC,RR,DC,bat,689,0,DC
2020,SRH,RR,SRH,bat,537,0,RR
2020,KKR,RR,RR,bowl,301,0,KKR
2020,KXIP,RR,RR,bowl,361,0,RR
2020,CSK,RR,CSK,bat,242,0,RR
2020,RCB,RR,RR,bat,303,0,RCB
2020,MI,DC,DC,bat,165,0,MI
2020,MI,DC,DC,bowl,165,0,MI
2020,MI,DC,DC,bat,165,0,MI
2020,SRH,DC,DC,bowl,-152,0,SRH
2020,RR,DC,RR,field,-689,0,DC
2020,KKR,DC,DC,bowl,-388,0,KKR
2020,KXIP,DC,DC,bat,-328,0,KXIP
2020,CSK,DC,CSK,field,-447,0,DC
2020,RCB,DC,RCB,field,-386,0,DC
2020,MI,KKR,KKR,bat,553,0,MI
2020,DC,KKR,KKR,field,388,0,DC
2020,SRH,KKR,SRH,bowl,236,0,KKR
2020,RR,KKR,RR,field,-301,0,KKR
2020,KXIP,KKR,KKR,bat,60,0,KKR
2020,CSK,KKR,CSK,bowl,-59,0,CSK
2020,RCB,KKR,RCB,bat,2,0,RCB
2020,MI,KXIP,MI,bat,493,0,KXIP
2020,DC,KXIP,KXIP,field,328,0,DC
2020,SRH,KXIP,SRH,bat,176,0,SRH
2020,RR,KXIP,RR,field,-361,0,RR
2020,KKR,KXIP,KXIP,bowl,-60,0,KXIP
2020,CSK,KXIP,CSK,bowl,-119,0,CSK
2020,RCB,KXIP,RCB,bat,-58,0,KXIP
2020,MI,RCB,MI,bowl,551,0,MI
2020,DC,RCB,DC,bowl,386,0,DC
2020,SRH,RCB,SRH,field,234,0,RCB
2020,SRH,RCB,SRH,bowl,234,0,SRH
2020,RR,RCB,RR,bat,-303,0,RCB
2020,KKR,RCB,KKR,bat,-2,0,RCB
2020,KXIP,RCB,RCB,field,58,0,KXIP
2020,CSK,RCB,RCB,bat,-61,0,RCB
2020,DC,MI,MI,bowl,-165,0,MI
2020,SRH,MI,SRH,bowl,-317,0,SRH
2020,RR,MI,MI,bat,-854,0,RR
2020,KKR,MI,KKR,field,-553,0,MI
2020,KXIP,MI,KXIP,field,-493,0,MI
2020,CSK,MI,MI,bowl,-612,0,MI
2020,RCB,MI,MI,field,-551,0,RCB
